Unnamed: 0,Page_Group_ID,Post_ID,Post_Time,Post_Content,Comments_Size,Total_Interactions,Haha,Thích,Buồn,Yêu thích,Thương thương,Wow,Phẫn nộ,Label,Sublabel
1270,G_Y24,1321,2024-02-22 13:58:00,cho em hỏi là điểm tích_lũy là theo từng kỳ hay theo năm vậy ạ nếu học_kỳ em khá thì học_kỳ giỏi có kéo được không ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1271,G_Y24,1322,2024-02-22 13:58:00,mình có pass môn này ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1272,G_Y24,1324,2024-02-22 13:58:00,mọi người ai có những tài_liệu này pass em với thêm cả giáo_trình marketing tiếng anh ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1273,G_Y24,1325,2024-02-22 13:58:00,dạ cho em hỏi bài thi của em thấp hơn mong_đợi vậy có nên phúc_khảo lại không ạ vì em nghe phúc_khảo sẽ dễ bị điểm thấp hơn ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1274,G_Y24,1328,2024-02-22 13:03:00,có anh_chị nào pass môn này không ạ anh_chị cmt em sẽ tự ib ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1275,G_Y24,1329,2024-02-22 13:03:00,điểm tb tích_lũy của em là mấy kỳ sau em phải cố_gắng như thế_nào mới được giỏi ạ,3,6,0,5,1,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1276,G_Y24,1330,2024-02-22 13:03:00,mấy anh_chị ơi kỳ em ham chơi nên gpa chỉ được thì kỳ bao_nhiêu mới được giỏi ạ,5,5,0,3,2,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1277,G_Y24,1333,2024-02-22 13:03:00,có ai học giao_tiếp trong kinh_doanh của thầy trần_niên tuấn chưa ạ cho mình xin ít review với,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1278,G_Y24,1334,2024-02-22 13:03:00,em năm nay lớp hiện đang muốn theo ngành marketing của trường cho em hỏi là học_phí theo chương_trình không dạy bằng tiếng anh ngành marketing năm_học là bao_nhiêu ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Học phí
1279,G_Y24,1335,2024-02-22 13:03:00,các bạn cho mình hỏi các bạn có nhớ mình lúc thi tin không ạ cho mình xin,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1280,G_Y24,1336,2024-02-22 13:03:00,mình pass ạ slide cô thảo marketing slide cô thủy quản_trị học file ôn quản_trị học từng chương toán ứng_dụng sách thầy chiến toán cao_cấp_tập slide thầy long vi_mô,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1281,G_Y24,1338,2024-02-22 13:03:00,cần mua tài_liệu luật kinh_doanh quản_trị học slide tiếng anh kinh_tế vi_mô tiếng anh giao_tiếp trong kinh_doanh tiếng anh,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1282,G_Y24,1339,2024-02-22 13:03:00,điểm trung_bình của em là thì sang kỳ phải đạt bao_nhiêu để đạt loại giỏi,5,2,0,2,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1283,G_Y24,1340,2024-02-22 13:03:00,trường mình phúc_khảo điểm thi thường có khi nào xuống thấp hơn so với hiện_tại không vậy ạ anh_chị nào cho em lời khuyên với ạ em cảm_ơn,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1284,G_Y24,1341,2024-02-22 13:03:00,anh_chị ơi hiện_tại em đang đi học ngày nhưng chủ_nhật nhà em có việc đột_xuất cho em hỏi là mình có_thể làm đơn xin phép nghỉ buổi không ạ,3,1,0,1,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1285,G_Y24,1342,2024-02-22 11:40:00,nếu điểm trung_bình học_kỳ là thì học_kỳ cần đạt điểm trung_bình trở lên là để được xếp loại giỏi,1,3,0,3,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1286,G_Y24,1343,2024-02-22 11:36:00,giờ em muốn phúc_khảo bài thi thì như thế_nào ạ phúc_khảo thấp hơn bài thi thì có sao không ạ,1,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1287,G_Y24,1344,2024-02-22 11:33:00,dạ anh chịbạn nào làm file trắc_nghiệm này chưa cho em hỏi_đáp_án có đúng hết không ạ em cảm_ơn ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1288,G_Y24,1345,2024-02-22 11:32:00,mình pass sách tiếng anh life mới_tinh chưa cào mã chưa giở ra xem lần nào trường bán mình lấy nhé tránh mất thời_gian đôi bên,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1289,G_Y24,1346,2024-02-22 11:32:00,dạ cho em hỏi là đầu năm em thi tiếng anh đầu_vào được điểm gvcn em nói là em chỉ được pass học_phần elementary mà em vào thấy như là nghĩa_là sao vậy ạ,7,8,0,8,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1290,G_Y24,1347,2024-02-22 11:32:00,cho em hỏi điểm d là học cải_thiện hay sao ạ,1,5,0,2,0,3,0,0,0,Hỏi-đáp,Chính sách đào tạo
1291,G_Y24,1348,2024-02-22 11:32:00,có ai pass sách tiếng anh chưa kích_hoạt mã không ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1292,G_Y24,1349,2024-02-22 11:32:00,em cần mua giáo_trình tài_liệu nhập_môn kinh_doanh của thầy nguyễn phúc nguyên ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1293,G_Y24,1350,2024-02-22 11:32:00,góc tìm sách giao_tiếp trong kinh_doanh luật kinh_doanh luật doanh_nghiệp sửa_đổi bổ_sung bản in chủ_nghĩa xã_hội,0,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1294,G_Y24,1351,2024-02-22 11:32:00,có làm_tròn lên được không ạ,1,6,0,4,0,2,0,0,0,Mua bán tài liệu,
1295,G_Y24,1355,2024-02-22 10:40:00,mình pass các tài_liệu sau,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1296,G_Y24,1356,2024-02-22 09:53:00,mình cần pass ạ marketing căn_bản giáo_trình slide tiếng anh giáo_trình tiếng việt cnxh giáo_trình slide đề ôn cki giao_tiếp kinh_doanh tập ôn cki thống_kê kinh_doanh và kinh_tế slide cô vân bảng tra bài_tập cuốn vở giải bài_tập giáo_trình thầy cường_tập đề ôn giải cki quản_trị học tiếng anh slide đề ôn cki,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1297,G_Y24,1357,2024-02-22 10:40:00,em cần tìm những cuốn này ạ chủ_nghĩa xã_hội cô hoàng thị kim liên luật kinh_doanh nhập_môn kinh_doanh cô minh thư tin_học ứng_dụng trong quản_lý thầy trần nhật pháp triết_học thầy hoan,8,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1298,G_Y24,1358,2024-02-22 10:40:00,em cần tài_liệu học_tập của các môn dưới đây ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1299,G_Y24,1359,2024-02-22 10:40:00,mọi người cho em hỏi trường mình có dùng chứng_chỉ mos để xét tốt_nghiệp không ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1300,G_Y24,1360,2024-02-22 10:40:00,cần tìm tài_liệu slide giáo_trình nhập_môn kinh_doanh tiếng anh nguyễn thúy hằng triết_học máclênin phạm huy thành luật kinh_doanh đỗ trần hà_linh,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1301,G_Y24,1362,2024-02-22 09:53:00,cho em hỏi em đã nộp chứng_chỉ ngoại_ngữ vào đợt nhưng sao giờ trên hệ_thống vẫn còn hiện ạ vậy là kỳ này em vẫn phải học tiếng anh ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1302,G_Y24,1363,2024-02-22 09:53:00,chỉ cần toeic kỹ_năng nghe đọc trên là đạt yêu_cầu ạ,3,10,0,10,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1303,G_Y24,1364,2024-02-22 09:53:00,cho em hỏi buổi đầu_tiên của thầy huy thành dạy triết thầy có điểm_danh không ạ,1,2,0,1,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1304,G_Y24,1365,2024-02-22 09:53:00,cho mình hỏi có bạn nữ nào học lớp không ạ mình làm_quen mai đi chung được không đi riêng mình hơi run,0,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1305,G_Y24,1366,2024-02-22 09:53:00,cho em hỏi trường mình nhận_xét học_bạ chưa ạ,0,1,0,1,0,0,0,0,0,Hỏi-đáp,Tuyển sinh
1306,G_Y24,1368,2024-02-22 09:53:00,mình pass sách tiếng anh life chưa cào mã còn rất mới hầu_như không ghi_chép trong sách,12,1,0,0,0,1,0,0,0,Mua bán tài liệu,
1307,G_Y24,1369,2024-02-22 09:53:00,cần mua sách bài_tập kế_toán tc và bài_tập kế_toán quản_trị,0,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1308,G_Y24,1370,2024-02-22 09:53:00,em cần tìm giáo_trình các môn sau ạ cnxhkh cô liên giáo_trình slide lsđ cô nguyệt giao_tiếp trong kinh_doanh cô thanh,0,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1309,G_Y24,1372,2024-02-22 09:53:00,ai còn sách life chưa cho mình xin mã được không ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1310,G_Y24,1373,2024-02-22 09:53:00,điểm này là điểm_chuẩn cuối_cùng đúng không mọi người,1,4,0,3,0,1,0,0,0,Hỏi-đáp,Tuyển sinh
1311,G_Y24,1374,2024-02-22 09:53:00,bạn nào muốn đổi áo quân_phục từ form nam sang form nữ không ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1312,G_Y24,1375,2024-02-22 09:53:00,máy_tính em không dùng được word excel em dùng trên onedrive để học được không ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1313,G_Y24,1376,2024-02-22 09:53:00,cho em hỏi mình đăng_ký học_bổng khi xét điểm rèn_luyện và điểm trung_bình_tích_lũy như thế_nào ạ,0,1,0,0,0,1,0,0,0,Hỏi-đáp,Chính sách đào tạo
1314,G_Y24,1378,2024-02-22 09:53:00,cần tìm tài_liệu vở ghi_chép của các thầy cô sau marketing căn_bản phan thị phú quyến luật kinh_doanh đỗ trần hà_linh nhập_môn kinh_doanh nguyễn thúy hằng,0,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1315,G_Y24,1379,2024-02-22 08:45:00,có ai pass cuốn này không ạ chưa cào mã ạ,0,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1316,G_Y24,1380,2024-02-22 08:44:00,mình pass sách mới ai mua để lại cmt ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1317,G_Y24,1381,2024-02-22 08:44:00,mình có drive tài_liệu giáo_trình bản tóm_tắt bộ đề thi tham_khảo của nhiều môn một môn tất_cả các môn bán_sỉ ai cần môn nào comment dưới bài nha,24,3,0,1,0,2,0,0,0,Mua bán tài liệu,
1318,G_Y24,1382,2024-02-22 08:44:00,cần mua giáo_trình tin_học ứng_dụng ta,0,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1319,G_Y24,1383,2024-02-22 08:44:00,cần mua sách giáo_khoa kinh_tế vĩ_mô của mankiw,3,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1320,G_Y24,1384,2024-02-22 08:44:00,cho em hỏi điểm ngoại khóa có quan_trọng không ạ,2,2,0,2,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1321,G_Y24,1385,2024-02-22 08:44:00,em cần tìm tài_liệu mấy môn vậy ạ anh_chị nào pass cho em với ạ,8,2,0,2,0,0,0,0,0,Mua bán tài liệu,
1322,G_Y24,1386,2024-02-22 08:44:00,em cần slide giáo_trình chủ_nghĩa xã_hội khoa_học của cô kim liên,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1323,G_Y24,1387,2024-02-22 08:44:00,mọi người ơi có ai pass luật doanh_nghiệp không ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1324,G_Y24,1388,2024-02-22 08:44:00,dạ giờ còn chỗ nào bán sách tiếng anh không ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1325,G_Y24,1389,2024-02-22 08:44:00,dạ em đang cần tìm tài_liệu môn nhập_môn kinh_doanh tiếng anh và luật kinh_doanh ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1326,G_Y24,1390,2024-02-22 08:44:00,tôi tìm tài_liệu chủ_nghĩa xã_hội của cô hoàng_kim liên ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1327,G_Y24,1391,2024-02-22 08:44:00,anh_chị cho em hỏi điểm rèn_luyện kỳ năm của em được điểm thì có bị sao không ạ,0,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1328,G_Y24,1392,2024-02-22 08:44:00,mọi người cho em hỏi điểm này còn tăng nữa không ạ,1,3,0,2,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1329,G_Y24,1393,2024-02-22 08:44:00,cho em hỏi đi học quân_sự thì thứ chủ_nhật người_nhà lên thăm được không ạ,1,5,0,3,0,2,0,0,0,Hỏi-đáp,Vấn đề học tập
1330,G_Y24,1394,2024-02-22 08:44:00,mình cần tìm bạn ở ghép ưu_tiên_sinh_viên nữ phòng trọ sạch_sẽ thoáng mát có gác_lửng an_ninh tốt không chung chủ gần trường đại_học kinh_tế có wifi đầy_đủ tiện_nghi phòng điện nước bạn nào cần ở ghép ib,0,0,0,0,0,0,0,0,0,Tuyển dụng,
1331,G_Y24,1395,2024-02-21 20:40:00,mọi người ơi có bạn nào học không ạ cho mình hỏi có cần mua đồng_phục võ không ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1332,G_Y24,1396,2024-02-22 01:04:00,mình cần tìm tài_liệu triết ai có thì comment pass cho mình nhé,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1333,G_Y24,1397,2024-02-22 00:50:00,em cần tìm giáo_trình và slide các môn thống_kê kinh_doanh và kinh_tế kinh_tế chính_trị mác lênin thầy cử quản_trị học thầy xuân lãn pháp_luật đại_cương cô bích thủy thị_trường và các doanh_nghiệp cạnh_tranh cô yên khuê tiếng anh ai có tài_liệu cần pass như trên thì nhắn_tin cho em ạ cảm_ơn admin đã duyệt bài ạ,6,2,0,2,0,0,0,0,0,Mua bán tài liệu,
1334,G_Y24,1398,2024-02-22 00:50:00,em cần tìm cuốn kỷ_nguyên mới của quản_trị ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1335,G_Y24,1399,2024-02-22 00:50:00,cần tìm tài_liệu ai có cmt em giá ảnh bìa sách càng tốt ạ phù_hợp em sẽ ib chốt quản_trị học giáo_trình slide thầy ngô xuân thủy luật kinh_doanh giáo_trình luật kinh_doanh slide sách gốc không photo luật dn sửa_đổi cô trần thị sáu giao_tiếp trong kinh_doanh giáo_trình slide cô thái thị huyền trâm lịch_sử đảng giáo_trình slide thầy ngô văn hà pass có kèm file tài_liệu ôn_tập thi thì càng tốt luôn ạ,4,1,0,0,0,1,0,0,0,Mua bán tài liệu,
1336,G_Y24,1400,2024-02-22 00:50:00,dạ mọi người cho em hỏi điểm nhảy có tụt không ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1337,G_Y24,1401,2024-02-22 00:50:00,tôi bị một điểm d thì có sao không ạ mọi người,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1338,G_Y24,1402,2024-02-22 00:50:00,có ai pass tài_liệu giáo_trình slide môn này ạ giao_tiếp trong kinh_doanh luật kinh_doanh,1,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1339,G_Y24,1403,2024-02-22 00:50:00,tôi cần mật_khẩu,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1340,G_Y24,1404,2024-02-22 00:50:00,có ai học môn mà điểm nhảy lần không ạ,0,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1341,G_Y24,1405,2024-02-22 00:50:00,mình pass vi_mô giáo_trình slide đề ôn slide các dạng biểu_đồ và nhận_xét chi_tiết bản ôn chép tay toán ứng_dụng slide toán cao_cấp phần đề vở ghi có_thể kèm bạn học nếu cần,0,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1342,G_Y24,1406,2024-02-22 00:50:00,anhchị cho em xin review về quản_trị kinh_doanh chuyên_ngành logistics với ạ học ra trường có_dễ kiếm việc không ạ em cảm_ơn ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1343,G_Y24,1407,2024-02-22 00:50:00,cần tìm luật kinh_doanh ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1344,G_Y24,1408,2024-02-22 00:50:00,bạn cho mình hỏi trường mình xét học_bổng như thế_nào ạ xét theo khoa hay toàn trường ạ với lấy một khóa thì tầm mấy bạn ấy ạ em không tham_gia câu lạc_bộ hay gì cả thì được nhận như thế_nào ạ,0,4,0,2,0,2,0,0,0,Hỏi-đáp,Chính sách đào tạo
1345,G_Y24,1409,2024-02-22 00:50:00,cho em hỏi là học_bổng xét theo kỳ hay theo năm ạ em là sinh_viên năm nhất thì kỳ này có được xét không ạ em cảm_ơn,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1346,G_Y24,1410,2024-02-22 00:50:00,cho mình hỏi điểm bài thi nói tiếng anh có hồi nào bị nhầm_lẫn giữa mọi người với nhau không ạ,1,5,0,4,1,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1347,G_Y24,1411,2024-02-22 00:50:00,tôi cần tìm những sách sau đây ạ nguyên_lý marketing luật kinh_doanh chủ_nghĩa xã_hội cô trần thị thùy trang giao_tiếp trong kinh_doanh cô hoàng lê sao mai,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1348,G_Y24,1412,2024-02-22 00:50:00,tôi cần tài_liệu này ạ,13,1,1,0,0,0,0,0,0,Mua bán tài liệu,
1349,G_Y24,1413,2024-02-22 00:50:00,mình muốn pass lại sách ạ sách marketing tổng_quát slide giáo_trình kinh_tế vĩ_mô pháp_luật doanh_nghiệp tài_liệu toán ứng_dụng ai quan_tâm thì cmt mình sẽ ib ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1350,G_Y24,1414,2024-02-22 00:50:00,em cần mua giáo_trình đi kèm tài_liệu và slide của các thầy cô sau ạ cnxh cô hoàng thị kim liên slide marketing căn_bản thầy đàm nguyễn anh khoa slide luật kinh_doanh cô lê thị thu hằng,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1351,G_Y24,1415,2024-02-22 00:50:00,có ai có_thể cho mình mượn quyển sách này không ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1352,G_Y24,1416,2024-02-22 00:49:00,em đang cần tìm sách giao_tiếp trong kinh_doanh nhập_môn kinh_doanh có anhchị nào có không ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1353,G_Y24,1417,2024-02-22 00:49:00,qth giáo_trình của mankiw và lê thế_giới drive trắc_nghiệm tặng slide pháp_luật đại_cương giáo_trình bài tậptài liệu ôn_tập tặng slide kinh_tế vi_mô giáo_trình sách bài_tập tài_liệu ôn_tập_tin_học ứng_dụng slide tặng thêm bài giải,0,1,0,0,0,1,0,0,0,Mua bán tài liệu,
1354,G_Y24,1418,2024-02-22 00:49:00,có ai pass sách life chưa quét mã không ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1355,G_Y24,1419,2024-02-22 00:49:00,em cần mua giáo_trình và slide của những môn này và thầy cô này ạ em cảm_ơn,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1356,G_Y24,1420,2024-02-22 00:49:00,em cần mua giáo_trình các môn này anh_chị nào có pass cho em với,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1357,G_Y24,1421,2024-02-22 00:49:00,mình cần tìm giáo_trình tài_liệu các môn kinh_tế vĩ_mô anh hoặc việt_nhập_môn kinh_doanh anh hoặc việt tin_học ứng_dụng trong quản_lý triết_học mác lênin,24,2,0,1,0,1,0,0,0,Mua bán tài liệu,
1358,G_Y24,1422,2024-02-22 00:49:00,em cần mua tài_liệu ạ ai có pass em với ạ cnxh chủ_nghĩa xã_hội lsđ lịch_sử đảng pháp_luật đại_cương cô bích_thủy quản_trị học xuân lãn thị_trường và định_chế_tài_chính cô yên khuê thống_kê cô ngọc cảnh,6,1,0,0,0,1,0,0,0,Mua bán tài liệu,
1359,G_Y24,1423,2024-02-22 00:49:00,tìm tài_liệu ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1360,G_Y24,1424,2024-02-22 00:49:00,tặng giáo_trình kinh_tế vi_mô mankiw giáo_trình quản_trị học cũ slide đã in giáo_trình toán ứng_dụng trong kinh_tế giáo_trình pháp_luật đại_cương tặng đầy_đủ tài_liệu học tài_liệu ôn_thi môn đó kèm theo,12,5,0,2,0,3,0,0,0,Mua bán tài liệu,
1361,G_Y24,1425,2024-02-22 00:49:00,em cần tìm giáo_trình giao_tiếp trong kinh_doanh english composition luật kinh_doanh,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1362,G_Y24,1426,2024-02-22 00:49:00,tôi xin phép chuyển_nhượng,0,0,0,0,0,0,0,0,0,Khác,
1363,G_Y24,1427,2024-02-22 00:49:00,tôi cần tìm giáo_trình và tài_liệu như hình,2,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1364,G_Y24,1428,2024-02-22 00:49:00,góc pass sách ib mình nha tặng kèm file ôn thi trắc_nghiệm,5,5,0,5,0,0,0,0,0,Mua bán tài liệu,
1365,G_Y24,1429,2024-02-22 00:49:00,còn khả_năng lên nữa không ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1366,G_Y24,1430,2024-02-21 22:01:00,mình cần tìm giáo_trình slide của các thầy cô này ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1367,G_Y24,1431,2024-02-21 22:01:00,em cần mua tài_liệu các môn này anh_chị nào có pass thì cho em với,42,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1368,G_Y24,1432,2024-02-21 22:01:00,em cần tài_liệu về luật kinh_doanh có anh_chị nào pass lại không ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1369,G_Y24,1433,2024-02-21 22:01:00,ở gần trường mình chỗ nào photo giá rẻ vậy mọi người ơi,0,1,0,0,0,1,0,0,0,Hỏi-đáp,Khác
1370,G_Y24,1434,2024-02-21 22:01:00,mình có một_số sách muốn pass qth có slide macro tv có slide macro ta kinh_tế vi_mô của mankiw,28,2,0,1,0,1,0,0,0,Mua bán tài liệu,
1371,G_Y24,1436,2024-02-21 21:28:00,mình cần tìm giáo_trình và slide của những môn này ạ ai có thì để mình ib ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1372,G_Y24,1437,2024-02-21 21:28:00,ai có bình_luận hoặc thả tim thì nhắn_tin với mình nhé,5,1,0,0,0,1,0,0,0,Mua bán tài liệu,
1373,G_Y24,1438,2024-02-21 21:28:00,em cần mua giáo_trình kinh_tế vi_mô tiếng anh ạ,0,1,0,0,0,1,0,0,0,Mua bán tài liệu,
1374,G_Y24,1439,2024-02-21 21:28:00,cho em xin thang điểm xét học_bổng với ạ em cảm_ơn,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1375,G_Y24,1440,2024-02-21 21:28:00,pass toán ứng_dụng trong kinh_tế,3,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1376,G_Y24,1441,2024-02-21 21:28:00,em cần mua tài_liệu môn dưới đây ạ em cảm_ơn,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1377,G_Y24,1442,2024-02-21 21:28:00,học_phần tiếng anh đã pass thì có tính vào điểm trung_bình_tích_lũy không ạ hay chỉ pass học_phần thôi ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1378,G_Y24,1443,2024-02-21 21:28:00,tôi cần tìm tài_liệu triết_học của thầy lê hữu ái chủ_nghĩa xã_hội khoa_học của cô thùy_trang và pháp_luật đại_cương của cô bích_thủy,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1379,G_Y24,1444,2024-02-21 21:28:00,dạ cho em hỏi học_kỳ đạt thì học_kỳ phải đạt bao_nhiêu để đạt loại giỏi ạ học_kỳ em tín_chỉ học_kỳ tín_chỉ ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1380,G_Y24,1445,2024-02-21 21:28:00,em cần tìm một_số tài_liệu này ạ,65,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1381,G_Y24,1446,2024-02-21 18:50:00,tôi cần tìm giá_trị gia_tăng slide tôi đã có vi_mô và marketing rồi,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1382,G_Y24,1447,2024-02-21 20:40:00,tôi cần tìm sách kỷ_nguyên mới của quản_trị ạ ai có thì cmt tôi sẽ chủ_động ib ạ,11,1,0,0,0,1,0,0,0,Mua bán tài liệu,
1383,G_Y24,1448,2024-02-21 20:40:00,em cần tìm những tài_liệu này ạ ai có pass thì nhắn_tin cho em nhé,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1384,G_Y24,1449,2024-02-21 20:40:00,cần mua slide giao_tiếp trong kinh_doanh cnxhkh luật kinh_doanh nhập_môn kinh_doanh,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1385,G_Y24,1450,2024-02-21 20:40:00,pass tài_liệu ạ pháp_luật đại_cương tập ngân_hàng câu hỏi đúng sai nội_dung ôn gk ck kinh_tế vĩ_mô slide đề ôn_tập toán ứng_dụng,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1386,G_Y24,1451,2024-02-21 20:40:00,em cần tài_liệu của những môn này ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1387,G_Y24,1452,2024-02-21 20:40:00,phúc_khảo xong có trường_hợp nào điểm thấp hơn không ạ,2,1,0,0,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1388,G_Y24,1453,2024-02-21 20:40:00,em cần tìm ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1389,G_Y24,1454,2024-02-21 20:40:00,anh cho em hỏi em nộp tiền gần tháng rồi nhưng hệ_thống vẫn chưa thu thì_giờ em phải liên_hệ phòng nào vậy ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1390,G_Y24,1455,2024-02-21 20:40:00,em cần tìm slide giáo_trình marketing cơ_bản bản tiếng anh ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1391,G_Y24,1457,2024-02-21 20:40:00,tôi cần tìm sách các môn này ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1392,G_Y24,1458,2024-02-21 20:40:00,mình cần tìm tài_liệu các môn sau,13,2,0,1,0,1,0,0,0,Mua bán tài liệu,
1393,G_Y24,1459,2024-02-21 20:40:00,tôi cần nhượng lại những cuốn sách này,11,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1394,G_Y24,1460,2024-02-21 20:40:00,mình cần pass một_số tài_liệu sau giáo_trình plđc tài_liệu ôn_tập a toán ứng_dụng giáo_trình bài giải mẫu các dạng bài giải tay các đề năm trước đảm_bảo a mình có gửi thêm một_số tài_liệu trên máy mình không in ra kinh_tế vi_mô mình có cả giáo_trình tiếng việt slide tiếng anh,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
