content,emoji,comment,current,time
"[' [THI CNTT NÂNG CAO CÙNG FLIC CÓ NHỮNG LỢI ÍCH GÌ MÀ DUERS CHƯA BIẾT!?] \n Hoàn thành CĐR CNTT trở nên vô cùng đơn giản khi các DUERs sẽ được hỗ trợ với rất nhiều lợi ích ""độc nhất"" chỉ có tại FLIC:\n Lệ phí thi CNTT Nâng cao (áp dụng đến trước 6/3/2024) chỉ với 495K;\n Được CAM KẾT ĐẠT CĐR;\n Được NHẬN NGAY tài liệu ôn thi sau khi đăng ký GIỮ SLOT;\n Được KÈM HỖ TRỢ giải đề ôn thi MIỄN PHÍ;\n Được nhận tài khoản ôn KHÔNG GIỚI HẠN số lần thi thử lý thuyết;\n Được THI Nâng cao NGAY sau thi ĐẠT Cơ bản, không cần chờ chứng chỉ;\n Đặc biệt, sau khi có điểm ĐẠT, SV được FLIC hỗ trợ chuyển hồ sơ xét CĐR trực tiếp với P.Đào tạo;\n Hãy inbox hoặc liên hệ hotline ngay khi bạn cần hỗ trợ nhé \n _________________________\n LỊCH THI CĐR TIN HỌC GẦN NHẤT:\n- Kỳ thi 02-03/03/2024 (Hạn nộp: sáng 28/02/2024);\n- Kỳ thi 16-17/03/2024 (Hạn nộp: sáng 13/03/2024);\n Link đăng kí >> https://flic.due.udn.vn/lich-khai-giang/']","['Tất cả, 12', 'Thích, 7', 'Yêu thích, 3', 'Thương thương, 2']",[],30794,"Thứ Sáu, 26 Tháng 1, 2024 lúc 09:34"
"[' [SAVE NGÀY KHAI GIẢNG - CƠ HỘI HOÀN THÀNH CHUẨN ĐẦU RA] \n Khóa học PRE-TOEIC sẽ chính thức có màn ""comeback"" cực mạnh vào 26/2 với chương trình được hoàn thiện và nâng cấp sau mỗi khóa học nhằm giúp các DUERs có trải nghiệm học tập tốt nhất với học phí chỉ 1.265k/khóa cùng toàn bộ tài liệu, giáo trình FREE và học bổ trợ FREE \n Với thành tích 95% học viên PASS với số điểm 500-800+ TOEIC, FLIC hy vọng đây sẽ là động lực để FLIC tiếp tục đồng hành cùng học viên trên hành trình mở ra các cột mộc mới và giúp học viên hoàn thành các mục tiêu quan trọng trong chặng đường học tập ']","['Tất cả, 13', 'Thích, 8', 'Thương thương, 3', 'Yêu thích, 2']",[],31975,"Thứ Tư, 24 Tháng 1, 2024 lúc 14:14"
"[' [CHÀO 2024 CÙNG FLIC - HỌC & THI CNTT NÂNG CAO SIÊU ƯU ĐÃI] \n Nhân dịp đầu xuân, FLIC gửi tặng các DUERs các gói học phí CNTT Nâng cao với mức giảm lên đến 40%. Đến với FLIC, học cùng bạn nhận lợi ích đáng nể mà đăng ký thi là lợi ích đếm không xuể.  Đăng ký trước 06/03/2024 để nhận đặt lịch thi CNTT Nâng cao cùng FLIC nhé \n ĐĂNG KÝ CÁ NHÂN\n+ GÓI #TC1: Thi Cơ bản 300k;\n+ GÓI #HC1: Học Cơ bản chỉ còn 300k;\n+ GÓI #TN1: Thi Nâng cao chỉ còn 495k;\n+ GÓI #HN1: Học Nâng cao chỉ còn 680k;\n ƯU ĐÃI CỰC NHIỀU KHI ĐĂNG KÝ NHÓM \n ĐĂNG KÝ HỌC NÂNG CAO THEO NHÓM\n+ GÓI #HN3: Học Nâng cao (Nhóm 3SV): 750k/1hv, chỉ còn 400k;\n COMBO THI CƠ BẢN + HỌC NÂNG CAO\n+ GÓI #TH1: Thi Cơ bản + Học Nâng cao (Cá nhân): 1.050k/1hv, chỉ còn 800k;\n+ GÓI #TH3 Thi Cơ bản + Học Nâng cao (Nhóm 3SV): 1.050k/1hv, chỉ còn 650k;\n (Chương trình chỉ áp dụng cho SV đăng ký và giữ chỗ trước 06/03/2024) \n SLOT CÓ HẠN, RỦ BẠN ĐĂNG KÝ NHẬN ƯU ĐÃI NGAY \n_________________________\n LỊCH THI CĐR TIN HỌC GẦN NHẤT:\n- Kỳ thi 27-28/01/2024 (Hạn nộp: sáng 24/01/2024);\n- Kỳ thi 02-03/03/2024 (Hạn nộp: sáng 28/02/2024);\n Link đăng kí >> https://flic.due.udn.vn/lich-khai-giang/']","['Tất cả, 11', 'Thích, 6', 'Yêu thích, 3', 'Thương thương, 2']",[],33048,"Thứ Ba, 23 Tháng 1, 2024 lúc 08:43"
"[' [TỎA SÁNG HỌC VIÊN FLIC - TĂNG ĐẾN 300+ TOEIC CHỈ SAU 2,5 THÁNG] \n Với nền tảng sẵn có cùng với tinh thần nỗ lực và sự chăm chỉ bền bỉ, học viên FLIC sau khóa học PRE-TOEIC đã xuất sắc cán mốc 700+ TOEIC, tức tăng 300+ TOEIC so với số điểm đầu khóa, ngay từ năm đầu tiên đặt chân đến giảng đường Đại học \n FLIC hy vọng các DUERs sẽ nhận được ""tin hiệu"" năng lượng tích cực trong ngày đầu tuần để tiếp thêm động lực chinh phục các cột mốc điểm mới \n  Đặc biệt, các khóa học FOUNDATION (Nền tảng) & PRE-TOEIC sẽ khai giảng vào 26/2 và khóa học Luyện thi TOEIC Cấp tốc sẽ khai giảng vào 18/3. INBOX ngay để đăng ký test thử và học cùng FLIC nhé ']","['Tất cả, 16', 'Thích, 8', 'Yêu thích, 6', 'Thương thương, 2']",[],34396,"Thứ Hai, 22 Tháng 1, 2024 lúc 09:02"
"[' [HỌC TIẾNG ANH NỀN TẢNG KHI NÀO THÌ PHÙ HỢP? - NGAY TỪ BÂY GIỜ] \n Việc cải thiện tiếng Anh Nền tảng luôn là một nỗi trăn trở không chỉ dành cho DUERs mà còn đối với FLIC bởi đây là một kỹ năng vô cùng quan trọng trong cả học tập, công việc và cuộc sống. FLIC hy vọng có thể giúp bạn tìm thấy những lợi ích đáng giá mà tiếng Anh cơ bản mang lại cho bạn qua những chia sẻ dưới đây \n  Đặc biệt, các khóa học FOUNDATION (Nền tảng) & PRE-TOEIC sẽ khai giảng vào 26/2 và khóa học Luyện thi TOEIC Cấp tốc sẽ khai giảng vào 18/3. INBOX ngay để đăng ký test thử và học cùng FLIC nhé ']","['Tất cả, 13', 'Thích, 7', 'Yêu thích, 5', 'Thương thương, 1']",[],35467,"Thứ Sáu, 19 Tháng 1, 2024 lúc 15:02"
"[' [THI NGAY CHỜ CHI - ĐỢT THI CNTT 27-28/01/2024] \n Đợt thi CNTT Cơ bản & Nâng cao đợt 27-28/01/2024 sẽ có hạn cuối nộp hồ sơ đến sáng ngày 10/01/2024 với các tiện ích ĐỘC QUYỀN tại FLIC:\n Được CAM KẾT ĐẠT CĐR;\n Được NHẬN NGAY tài liệu ôn thi sau khi đăng ký;\n Được KÈM HỖ TRỢ giải đề ôn thi MIỄN PHÍ;\n Được nhận tài khoản ôn KHÔNG GIỚI HẠN số lần thi thử lý thuyết;\n Được THI Nâng cao NGAY sau thi ĐẠT Cơ bản, không cần chờ chứng chỉ;\n Đặc biệt, sau khi có điểm ĐẠT, SV được FLIC hỗ trợ chuyển hồ sơ xét CĐR trực tiếp với P.Đào tạo;\n Hãy inbox hoặc liên hệ hotline ngay khi bạn cần hỗ trợ nhé \n _________________________\n LỊCH THI CĐR TIN HỌC GẦN NHẤT:\n- Kỳ thi 27-28/01/2024 (Hạn nộp: sáng 24/01/2024);\n- Kỳ thi 02-03/03/2024 (Hạn nộp: sáng 28/02/2024);\n Link đăng kí >> https://flic.due.udn.vn/lich-khai-giang/']","['Tất cả, 11', 'Thích, 6', 'Yêu thích, 4', 'Thương thương, 1']",[],36446,"Thứ Năm, 18 Tháng 1, 2024 lúc 14:30"
"[' [CHÀO 2024 CÙNG FLIC - THI VÀ HỌC CNTT LỢI HẠI HƠN VỚI COMBO CHỈ 650K] \n Học có bạn, thi có FLIC \n Cùng bạn đăng ký Combo thi Cơ bản + học Nâng cao theo nhóm 3 giảm ngay đến 400K với SLOT GIỚI HẠN \n Các DUERs cũng không nên bỏ lỡ mức ưu đãi dành cho thi CNTT Nâng cao chỉ với 495k (giảm 255k so với mức phí gốc 750k) \n Đăng ký trước 06/03/2024 để nhận đặt lịch thi CNTT Nâng cao cùng FLIC nhé \n ĐĂNG KÝ CÁ NHÂN\n+ GÓI #TC1: Thi Cơ bản 300k;\n+ GÓI #HC1: Học Cơ bản chỉ còn 300k;\n+ GÓI #TN1: Thi Nâng cao chỉ còn 495k;\n+ GÓI #HN1: Học Nâng cao chỉ còn 680k;\n ƯU ĐÃI CỰC NHIỀU KHI ĐĂNG KÝ NHÓM \n ĐĂNG KÝ HỌC NÂNG CAO THEO NHÓM\n+ GÓI #HN3: Học Nâng cao (Nhóm 3SV): 750k/1hv, chỉ còn 400k;\n COMBO THI CƠ BẢN + HỌC NÂNG CAO\n+ GÓI #TH1: Thi Cơ bản + Học Nâng cao (Cá nhân): 1.050k/1hv, chỉ còn 800k;\n+ GÓI #TH3 Thi Cơ bản + Học Nâng cao (Nhóm 3SV): 1.050k/1hv, chỉ còn 650k;\n (Chương trình chỉ áp dụng cho SV đăng ký và giữ chỗ trước 06/03/2024) \n SLOT CÓ HẠN, RỦ BẠN ĐĂNG KÝ NHẬN ƯU ĐÃI NGAY \n_________________________\n LỊCH THI CĐR TIN HỌC GẦN NHẤT:\n- Kỳ thi 27-28/01/2024 (Hạn nộp: sáng 24/01/2024);\n- Kỳ thi 02-03/03/2024 (Hạn nộp: sáng 28/02/2024);\n Link đăng kí >> https://flic.due.udn.vn/lich-khai-giang/']","['Tất cả, 19', 'Thích, 13', 'Yêu thích, 5', 'Thương thương, 1']",[],37595,"Thứ Ba, 16 Tháng 1, 2024 lúc 14:54"
"[' [VINH DANH TOEIC CÙNG HỌC VIÊN FOUNDATION] \n Thành tích thi đạt 500+ TOEIC trong tháng 12/2023 vừa rồi của học viên khóa học Foundation (Nền tảng) tại FLIC chính là minh chứng rõ ràng nhất cho việc chăm chỉ sẽ không bao giờ làm bạn thất vọng. Chính sự nỗ lực và tinh thần bền bỉ lấy lại Nền tảng cũng như quyết tâm mạnh mẽ chinh phục tấm bằng TOEIC bằng việc học song song cả lớp BỔ TRỢ FREE và khóa học FOUNDATION đã giúp bạn ấy hoàn thành mục tiêu xuất sắc chỉ sau đúng 2,5 tháng \n ""Trải qua gần 2 tháng học tiếng anh tại trung tâm với khóa học cơ bản, em cảm thấy bản thân mình đã cải thiện được rất nhiều về khả năng tiếng anh. Ngay từ những ngày đầu, các chị trợ giảng, giảng viên cũng như các chị làm tại trung tâm đã hỗ trợ em rất nhiều. Bên cạnh việc học chính trong khóa học, em còn nhận được sự hỗ trợ từ các chị với khóa bổ trợ miễn phí. Em cảm thấy việc lựa chọn học tại FLIC là một điều hoàn toàn đúng của mình. Em nghĩ rằng các bạn nên đăng kí học tại đây bởi đây là một trung tâm uy tín, có chất lượng và địa điểm rất thuận tiện với sinh viên."" \n - Những tâm sự mà học viên dành tặng chính là động lực lớn nhất để FLIC tiếp tục hành trình bồi dưỡng và chắp cánh cho ước mơ của các bạn học viên \n  Đặc biệt, các khóa học FOUNDATION (Nền tảng) & PRE-TOEIC sẽ khai giảng vào 26/2 và khóa học Luyện thi TOEIC Cấp tốc sẽ khai giảng vào 18/3. INBOX ngay để đăng ký test thử và học cùng FLIC nhé ']","['Tất cả, 43', 'Thích, 23', 'Yêu thích, 14', 'Haha, 3', 'Thương thương, 2', 'Wow, 1']",[],39186,"Thứ Hai, 15 Tháng 1, 2024 lúc 14:30"
"[' [HỌC TIẾNG TRUNG KHÓ GÌ!? HỌC ĐÚNG KIỂU, ÔN ĐÚNG CÁCH] \n Khởi động năm 2024 cùng vô số các hoạt động nổi trội tại FLIC như: chương trình ƯU ĐÃI CNTT, khai giảng các khóa học TOEIC,..., và 1 khóa học ""không-thể-mới-hơn"" - khóa học tiếng TRUNG. Vậy bạn có cần tìm hiểu xem học tiếng Trung như thế nào cho đúng cách??? FLIC dành tặng cho bạn những gợi ích hấp dẫn dưới đây nhé ']","['Tất cả, 15', 'Thích, 9', 'Yêu thích, 3', 'Thương thương, 3']",[],40675,"Thứ bảy, 13 Tháng 1, 2024 lúc 09:00"
"[' [CHÀO 2024 CÙNG FLIC - THI CNTT NÂNG CAO CHỈ VỚI 495K] \n Để chào đón một năm 2024 với nhiều đổi mới, FLIC đã dành tặng các DUERs những chương trình ưu đãi hết sức đặc biệt, cụ thể là \n LỆ PHÍ THI CNTT NÂNG CAO nay chỉ còn 495K \n (giảm 255k so với mức phí gốc 750k) cùng các mức ĐĂNG KÝ NHÓM 3 giảm đến 400K nhưng đều có SLOT GIỚI HẠN \n Đăng ký trước 06/03/2024 để nhận đặt lịch thi CNTT Nâng cao cùng FLIC nhé \n ĐĂNG KÝ CÁ NHÂN\n+ GÓI #TC1: Thi Cơ bản 300k;\n+ GÓI #HC1: Học Cơ bản chỉ còn 300k;\n+ GÓI #TN1: Thi Nâng cao chỉ còn 495k;\n+ GÓI #HN1: Học Nâng cao chỉ còn 680k;\n ƯU ĐÃI CỰC NHIỀU KHI ĐĂNG KÝ NHÓM \n ĐĂNG KÝ HỌC NÂNG CAO THEO NHÓM\n+ GÓI #HN3: Học Nâng cao (Nhóm 3SV): 750k/1hv, chỉ còn 400k;\n COMBO THI CƠ BẢN + HỌC NÂNG CAO\n+ GÓI #TH1: Thi Cơ bản + Học Nâng cao (Cá nhân): 1.050k/1hv, chỉ còn 800k;\n+ GÓI #TH3 Thi Cơ bản + Học Nâng cao (Nhóm 3SV): 1.050k/1hv, chỉ còn 650k;\n (Chương trình chỉ áp dụng cho SV đăng ký và giữ chỗ trước 06/03/2024) \n SLOT CÓ HẠN, RỦ BẠN ĐĂNG KÝ NHẬN ƯU ĐÃI NGAY \n_________________________\n LỊCH THI CĐR TIN HỌC GẦN NHẤT:\n- Kỳ thi 13-14/01/2024 (Hạn nộp: sáng 10/01/2024);\n- Kỳ thi 27-28/01/2024 (Hạn nộp: sáng 24/01/2024);\n Link đăng kí >> https://flic.due.udn.vn/lich-khai-giang/']","['Tất cả, 17', 'Thích, 10', 'Yêu thích, 4', 'Thương thương, 3']",[],41559,"Thứ Năm, 11 Tháng 1, 2024 lúc 15:39"
"[' [TOEIC HOAN HỶ CÙNG FLIC - HỌC VIÊN ĐẠT THÀNH TÍCH ""ĐÁNG NỂ""] \n Chỉ sau các khóa học trong 2,5 tháng, trong tháng 12 học viên FLIC đã hoàn thành xuất sắc đợt thi TOEIC tháng 12/2023 và mang lại nhiều kết quả đáng khích lệ như: Học viên FOUNDATION pass ngay TOEIC trong lần đầu tiên, 95% lớp PRE-TOEIC pass với mức điểm 600-800+, khóa học Cấp tốc ""ALL PASS"". FLIC hy vọng các DUERs sẽ có thêm động lực để ""mở khóa"" các mức điểm như mong muốn \n  Đặc biệt, các khóa học FOUNDATION (Nền tảng) & PRE-TOEIC sẽ khai giảng vào 26/2 và khóa học Luyện thi TOEIC Cấp tốc sẽ khai giảng vào 18/3. INBOX ngay để đăng ký test thử và học cùng FLIC nhé ']","['Tất cả, 11', 'Thích, 6', 'Yêu thích, 3', 'Thương thương, 2']",[],42868,"Thứ Tư, 10 Tháng 1, 2024 lúc 09:00"
[],"['Tất cả, 8', 'Thích, 3', 'Thương thương, 3', 'Yêu thích, 2']",[],43867,"Thứ Ba, 9 Tháng 1, 2024 lúc 07:55"
[' [THÔNG BÁO KHAI GIẢNG KHÓA HỌC CNTT NÂNG CAO 08.01.2024] \n Khóa học CNTT Nâng cao đầu tiên của năm 2024 sẽ chính thức khai giảng vào tối nay (08/01/2024). Học viên CHECK MAIL để nhận thông báo về tài khoản tham gia lớp học \n Lưu ý: Check SPAM nếu không nhận được trong Hộp thư đến nhé!\n Hãy inbox hoặc liên hệ hotline ngay khi bạn cần hỗ trợ nhé \n _________________________\n LỊCH THI CĐR TIN HỌC GẦN NHẤT:\n- Kỳ thi 13-14/01/2024 (Hạn nộp: sáng 10/01/2024);\n- Kỳ thi 27-28/01/2024 (Hạn nộp: sáng 24/01/2024);\n Link đăng kí >> https://flic.due.udn.vn/lich-khai-giang/'],"['Tất cả, 5', 'Yêu thích, 2', 'Thương thương, 2', 'Thích, 1']",[],44289,"Thứ Hai, 8 Tháng 1, 2024 lúc 15:56"
"[' [HẠN CUỐI NỘP HỒ SƠ CNTT SẮP ĐẾN - ĐỢT THI CNTT 13-14/01/2024] \n Đợt thi CNTT Cơ bản & Nâng cao đợt 13-14/01/2024 sẽ có hạn cuối nộp hồ sơ đến sáng ngày 10/01/2024 với các tiện ích ĐỘC QUYỀN tại FLIC:\n Được CAM KẾT ĐẠT CĐR;\n Được NHẬN NGAY tài liệu ôn thi sau khi đăng ký;\n Được KÈM HỖ TRỢ giải đề ôn thi MIỄN PHÍ;\n Được nhận tài khoản ôn KHÔNG GIỚI HẠN số lần thi thử lý thuyết;\n Được THI Nâng cao NGAY sau thi ĐẠT Cơ bản, không cần chờ chứng chỉ;\n Đặc biệt, sau khi có điểm ĐẠT, SV được FLIC hỗ trợ chuyển hồ sơ xét CĐR trực tiếp với P.Đào tạo;\n Hãy inbox hoặc liên hệ hotline ngay khi bạn cần hỗ trợ nhé \n _________________________\n LỊCH THI CĐR TIN HỌC GẦN NHẤT:\n- Kỳ thi 13-14/01/2024 (Hạn nộp: sáng 10/01/2024);\n- Kỳ thi 27-28/01/2024 (Hạn nộp: sáng 24/01/2024);\n Link đăng kí >> https://flic.due.udn.vn/lich-khai-giang/']","['Tất cả, 12', 'Thích, 7', 'Thương thương, 4', 'Yêu thích, 1']",[],45316,"Thứ Hai, 8 Tháng 1, 2024 lúc 08:42"
"[' [KHAI XUÂN KHÁM PHÁ KHÓA HỌC TIẾNG TRUNG TẠI FLIC CÓ GÌ!?] \n Gần đây khóa học tiếng Trung đã nhận được nhiều sự quan tâm của các DUERs với những thông tin về nội dung học, học phí, ưu đãi,... và FLIC sẽ dành tặng cho bạn những thông tin cập nhật mới nhất tại Fanpage nên hãy cùng chào đón khóa học trong đầu năm nay cùng FLIC nhé ']","['Tất cả, 17', 'Thích, 13', 'Yêu thích, 2', 'Thương thương, 2']",[],46477,"Thứ Sáu, 5 Tháng 1, 2024 lúc 17:14"
"[' [ÔN LUYỆN NỀN TẢNG TIẾNG ANH - HỌC NGAY FOUNDATION CÙNG FLIC] \n Khóa học Nền tảng (FOUNDATION) đầu năm 2024 sẽ khai giảng vào ngày 26/02/2024. Ngay trong những ngày cuối cùng của năm 2023, FLIC đã đón nhận tin vui ""SIÊU KHỦNG"" khi có đến 2 học viên của khóa Nền tảng của năm 2023 thi ĐẠT TOEIC ngay trong tháng 12 sau các buổi ÔN BỔ TRỢ LUYỆN ĐỀ TOEIC FREE song song với học Nền tảng  FLIC hy vọng đây sẽ là nguồn động lực thúc đẩy các bạn sớm cải thiện nền tảng và \nchinh phục Chuẩn đầu ra Ngoại ngữ  cùng FLIC \n Inbox ngay để đăng ký lịch test thử và tham gia học ngay cùng FLIC nhân dịp đầu xuân nhé ']","['Tất cả, 15', 'Thích, 8', 'Yêu thích, 6', 'Thương thương, 1']",[],47368,"Thứ Năm, 4 Tháng 1, 2024 lúc 16:30"
"[' [CHÀO 2024 CÙNG FLIC - HỌC NGAY CNTT NÂNG CAO DỊP ĐẦU NĂM] \n Khóa học Ôn thi CNTT đầu tiên trong năm 2024 sẽ chính thức khai giảng vào 08/01/2024 với 6 buổi học trong vòng 2 tuần cùng bộ video record xem lại bài giảng sau buổi học. Đặc biệt hơn, chương trình ưu đãi ""siêu khủng"" đang chờ đón các DUERs như \n LỆ PHÍ THI CNTT NÂNG CAO nay chỉ còn 495K \n (giảm 255k so với mức phí gốc 750k) cùng các mức ĐĂNG KÝ NHÓM 3 giảm đến 400K nhưng đều có SLOT GIỚI HẠN \n Đăng ký trước 06/03/2024 để nhận ngay ""lì xì"" đầu xuân cùng FLIC nhé \n ĐĂNG KÝ CÁ NHÂN\n+ GÓI #TC1: Thi Cơ bản 300k;\n+ GÓI #HC1: Học Cơ bản chỉ còn 300k;\n+ GÓI #TN1: Thi Nâng cao chỉ còn 495k;\n+ GÓI #HN1: Học Nâng cao chỉ còn 680k;\n ƯU ĐÃI CỰC NHIỀU KHI ĐĂNG KÝ NHÓM \n ĐĂNG KÝ HỌC NÂNG CAO THEO NHÓM\n+ GÓI #HN3: Học Nâng cao (Nhóm 3SV): 750k/1hv, chỉ còn 400k;\n COMBO THI CƠ BẢN + HỌC NÂNG CAO\n+ GÓI #TH1: Thi Cơ bản + Học Nâng cao (Cá nhân): 1.050k/1hv, chỉ còn 800k;\n+ GÓI #TH3 Thi Cơ bản + Học Nâng cao (Nhóm 3SV): 1.050k/1hv, chỉ còn 650k;\n (Chương trình chỉ áp dụng cho SV đăng ký và giữ chỗ trước 06/03/2024) \n SLOT CÓ HẠN, RỦ BẠN ĐĂNG KÝ NHẬN ƯU ĐÃI NGAY \n_________________________\n LỊCH THI CĐR TIN HỌC GẦN NHẤT:\n- Kỳ thi 13-14/01/2024 (Hạn nộp: sáng 10/01/2024);\n- Kỳ thi 27-28/01/2024 (Hạn nộp: sáng 24/01/2024);\n Link đăng kí >> https://flic.due.udn.vn/lich-khai-giang/']","['Tất cả, 15', 'Thích, 10', 'Yêu thích, 3', 'Thương thương, 2']",[],48639,"Thứ Tư, 3 Tháng 1, 2024 lúc 13:56"
"[' [TIN ""KHỦNG"" ĐẦU NĂM - LỚP LUYỆN THI TOEIC CẤP TỐC ""LẠI"" ALL PASS] \n Dù chỉ mới là khóa học Cấp tốc ôn 600+ TOEIC thứ 4 của FLIC nhưng đây cũng là lần thứ 4 tất cả học viên của lớp Cấp tốc khi đăng ký thi đều ĐẠT với số điểm tăng từ 150-200 điểm TOEIC so với đầu khóa và nhiều học viên đạt 700-800+ TOEIC chỉ sau 1,5 tháng \n Khóa học Luyện thi TOEIC Cấp tốc tiếp theo sẽ khai giảng vào ngày 26/02/2024. Inbox ngay để đăng ký lịch test thử và nâng band điểm cùng FLIC nhân dịp đầu xuân nhé ']","['Tất cả, 19', 'Yêu thích, 11', 'Thích, 7', 'Thương thương, 1']",[],50221,"Thứ Ba, 2 Tháng 1, 2024 lúc 09:33"
"[' [HAPPY NEW YEAR \n!!!] \n Nhân dịp năm mới 2024, FLIC chúc DUERs có một khởi đầu với nhiều thuận lợi \n, gặt hái thêm nhiều thành công mới cũng như hoàn thành được các mục tiêu vượt ngoài mong đợi bởi trên hành trình bạn đi, chỉ cần ngoảnh lại sẽ có FLIC sẵn sàng đồng hành, hỗ trợ bạn dù là hiện tại hay về sau ']","['Tất cả, 25', 'Thích, 12', 'Yêu thích, 11', 'Thương thương, 2']",[],51373,"Thứ Hai, 1 Tháng 1, 2024 lúc 08:06"
[],"['Tất cả, 16', 'Thích, 8', 'Yêu thích, 6', 'Thương thương, 2']",[],52244,"Thứ Hai, 1 Tháng 1, 2024 lúc 08:01"
"[' [CHÀO 2024 CÙNG FLIC - KHAI XUÂN CÙNG BẠN - NHẬN VẠN ƯU ĐÃI] \n Nhân dịp chào đón năm mới 2024, vào ngày 01/01/2024, FLIC sẽ chính thức quay trở lại với các gói ưu đãi ""huyền thoại"", đặc biệt là \n LỆ PHÍ THI CNTT NÂNG CAO nay chỉ còn 495K \n (giảm 255k so với mức phí gốc 750k) cùng các mức ĐĂNG KÝ NHÓM 3 giảm đến 400K nhưng đều có SLOT GIỚI HẠN \n Đăng ký trước 06/03/2024 để nhận ngay ""lì xì"" đầu xuân cùng FLIC nhé \n ĐĂNG KÝ CÁ NHÂN\n+ GÓI #TC1: Thi Cơ bản 300k;\n+ GÓI #HC1: Học Cơ bản chỉ còn 300k;\n+ GÓI #TN1: Thi Nâng cao chỉ còn 495k;\n+ GÓI #HN1: Học Nâng cao chỉ còn 680k;\n ƯU ĐÃI CỰC NHIỀU KHI ĐĂNG KÝ NHÓM \n ĐĂNG KÝ HỌC NÂNG CAO THEO NHÓM\n+ GÓI #HN3: Học Nâng cao (Nhóm 3SV): 750k/1hv, chỉ còn 400k;\n COMBO THI CƠ BẢN + HỌC NÂNG CAO\n+ GÓI #TH1: Thi Cơ bản + Học Nâng cao (Cá nhân): 1.050k/1hv, chỉ còn 800k;\n+ GÓI #TH3 Thi Cơ bản + Học Nâng cao (Nhóm 3SV): 1.050k/1hv, chỉ còn 650k;\n (Chương trình chỉ áp dụng cho SV đăng ký và giữ chỗ trước 06/03/2024) \n SLOT CÓ HẠN, RỦ BẠN ĐĂNG KÝ NHẬN ƯU ĐÃI NGAY \n_________________________\n LỊCH THI CĐR TIN HỌC GẦN NHẤT:\n- Kỳ thi 13-14/01/2024 (Hạn nộp: sáng 10/01/2024);\n- Kỳ thi 27-28/01/2024 (Hạn nộp: sáng 24/01/2024);\n Link đăng kí >> https://flic.due.udn.vn/lich-khai-giang/']","['Tất cả, 25', 'Thích, 17', 'Yêu thích, 7', 'Thương thương, 1']",[],52666,"Thứ Năm, 28 Tháng 12, 2023 lúc 15:10"
"[' [MỞ MÀN NĂM MỚI VỚI LỊCH THI TOEIC THÁNG 1 - THI NGAY CÙNG FLIC] \n Nếu bạn đã quen thuộc với thương hiệu ""TOEIC 1 triệu"" hay ""Cấp tốc ALL PASS"" của các khóa học TOEIC tại FLIC thì bạn hẳn cũng biết được FLIC là một địa điểm đăng ký thi TOEIC đáng tin cậy để bạn hoàn thành Chuẩn đầu ra Ngoại ngữ của mình \n Nếu bạn vẫn chưa khám phá được hết những gì FLIC sẽ mang lại cho bạn, hãy cùng kiểm chứng ngay dưới đây nhé \n Đặc biệt, trong 6 tháng đầu năm 2024 đã có lịch thi ONLINE và OFFLINE của TOEIC nên các DUERs tranh thủ ""save"" ngay lịch thi và đăng ký nhanh tay tại: https://flic.due.udn.vn/lich-khai-giang-ngoai-ngu \n  Các khóa học TOEIC sẽ KHAI GIẢNG vào 26/02/2024 nên các bạn có thể đăng ký học bằng cách đặt lịch test thử qua inbox Fanpage nhé ']","['Tất cả, 14', 'Thích, 9', 'Yêu thích, 4', 'Thương thương, 1']",[],54093,"Thứ Ba, 26 Tháng 12, 2023 lúc 14:26"
"[' [ĐẾN CÙNG FLIC - GIÁNG SINH HÓA DIỆU KỲ] \n Trong tiết trời ""lạnh-muộn-nhưng-sớm-buốt"", FLIC đã được trải qua một ngày Giáng sinh vô cùng ấm áp, vui vẻ cùng các học viên, và đây cũng là dịp để FLIC được đến gần hơn với các bạn cũng như dành sự tri ân đến với học viên  \n FLIC hy vọng các DUERs cũng sẽ nở nụ cười thật rạng ngời ""bất chấp"" cái rét giữa trời đông và có những giây phút an lành bên người thân và bạn bè \n With all good wishes for a brilliant and happy Christmas season. Hope things are going all right with you ']","['Tất cả, 18', 'Yêu thích, 10', 'Thích, 6', 'Thương thương, 2']",[],55161,"Thứ Hai, 25 Tháng 12, 2023 lúc 08:28"
['[ĐÓN NOEL - CHỌN NGAY KHÓA HỌC TOEIC] \n Khóa học TOEIC cùng FLIC trong năm 2024 chính thức quay trở lại và chào đón tất cả các DUERs với mức học phí không thể ƯU ĐÃI hơn chỉ từ 1.265k-1.610k/khóa cùng các chính sách ĐĂNG KÝ THEO NHÓM \n Thao tác đăng ký học vô cùng đơn giản khi bạn chỉ cần inbox Fanpage và đăng ký Test thử FREE để nhận được khóa học ngay trong những ngày cuối cùng của năm 2023 '],"['Tất cả, 12', 'Thích, 8', 'Thương thương, 3', 'Yêu thích, 1']",[],56249,"Thứ Sáu, 22 Tháng 12, 2023 lúc 14:53"
